130	feature,level:task,component:eventstream,area:activity-indicator,conflict:event-schema,conflict:session-schema,conflict:ui-shell	**Epic**: #16 EventStream Observability Backbone [MVP-2 → MVP-3]\n**Iteration**: MVP-3\n\nAnimated activity indicator showing current agent + current tool call. Transitions: idle → thinking → tool_call → streaming → complete. Dismissible on click.
129	feature,level:task,component:eventstream,area:metrics-ui,conflict:event-schema,conflict:session-schema,conflict:ui-shell	**Epic**: #16 EventStream Observability Backbone [MVP-2 → MVP-3]\n**Iteration**: MVP-3\n\nPersistent bottom bar showing: total tokens, estimated cost, active agent count, pipeline phase, elapsed time. Updates live via EventStream SSE.
128	feature,level:task,component:eventstream,area:agent-tree-ui,conflict:event-schema,conflict:session-schema,conflict:ui-shell	**Epic**: #16 EventStream Observability Backbone [MVP-2 → MVP-3]\n**Iteration**: MVP-3\n\nReact component visualizing live agent delegation tree: parent-child hierarchy, per-agent status (active/complete/error), token usage, depth indicators.
127	feature,level:task,component:eventstream,area:metrics-aggregation,conflict:event-schema,conflict:session-schema,conflict:ui-shell	**Epic**: #16 EventStream Observability Backbone [MVP-2 → MVP-3]\n**Iteration**: MVP-2\n\nSubscribe to EventStream, maintain real-time metrics: token usage, cost, active agents, tool call counts, error rates, pipeline phase durations. Sliding window aggregation.
126	feature,level:task,component:eventstream,area:event-instrumentation,conflict:event-schema,conflict:session-schema,conflict:ui-shell	**Epic**: #16 EventStream Observability Backbone [MVP-2 → MVP-3]\n**Iteration**: MVP-2\n\nInstrument all core execution paths with EventStream emission: agent lifecycle, tool calls, pipeline phases, delegation, approval requests, errors.
125	feature,level:task,component:eventstream,area:event-bus,conflict:event-schema,conflict:session-schema,conflict:ui-shell	**Epic**: #16 EventStream Observability Backbone [MVP-2 → MVP-3]\n**Iteration**: MVP-2\n\nTyped EventStream bus: publish(event), subscribe(filter, handler), unsubscribe. Event envelope: id, type, timestamp, sessionId, agentId?, payload. In-memory fan-out.
124	feature,level:task,component:skills,area:work-mode-integration,conflict:agent-registry,conflict:prompt-contract,conflict:shared-types	**Epic**: #15 Skills System [MVP-2 → MVP-3]\n**Iteration**: MVP-3\n\nSkill activation/deactivation based on 4 work-mode dimensions: Quality (0–3), Autonomy (0–3), Verbose (0–2), Creativity (0–3). Dimension thresholds per skill.
123	feature,level:task,component:skills,area:skill-builtins,conflict:agent-registry,conflict:prompt-contract,conflict:shared-types	**Epic**: #15 Skills System [MVP-2 → MVP-3]\n**Iteration**: MVP-3\n\nBuilt-in frontend-specialist skill: React/TypeScript patterns, Tailwind conventions, accessibility requirements, component composition guidelines.
122	feature,level:task,component:skills,area:skill-builtins,conflict:agent-registry,conflict:prompt-contract,conflict:shared-types	**Epic**: #15 Skills System [MVP-2 → MVP-3]\n**Iteration**: MVP-3\n\nBuilt-in git-master skill: safe git workflow guidance, atomic commit patterns, branch strategy, conflict resolution heuristics. Injected for git-operator agent.
121	feature,level:task,component:skills,area:skill-prompt-injection,conflict:agent-registry,conflict:prompt-contract,conflict:shared-types	**Epic**: #15 Skills System [MVP-2 → MVP-3]\n**Iteration**: MVP-2\n\nInject applicable skills into agent prompt builder: append systemPromptAddition sections, merge toolset constraints, apply work-mode-conditional skills.
120	feature,level:task,component:skills,area:skill-loader,conflict:agent-registry,conflict:prompt-contract,conflict:shared-types	**Epic**: #15 Skills System [MVP-2 → MVP-3]\n**Iteration**: MVP-2\n\nLoad skills from built-in directory + project .dc/skills/. Registry: register, getByName, listByTag, listForWorkMode. Validation on load with error reporting.
119	feature,level:task,component:skills,area:skill-definition,conflict:agent-registry,conflict:prompt-contract,conflict:shared-types	**Epic**: #15 Skills System [MVP-2 → MVP-3]\n**Iteration**: MVP-2\n\nSkillDefinition type: id, name, description, systemPromptAddition, toolset (allow/deny lists), constraints, workModeConditions. Zod schema for validation.
118	feature,level:task,component:hooks,area:hook-config,conflict:prompt-contract,conflict:config-surface,conflict:event-schema	**Epic**: #14 Hook Framework and MVP Hook Set [MVP-2]\n**Iteration**: MVP-2\n\nHook configuration schema in DiriCodeConfig: hooks array with type, handler (in-process module or shell command), enabled flag, timeout override, event filter.
117	feature,level:task,component:hooks,area:hook-implementations,conflict:prompt-contract,conflict:config-surface,conflict:event-schema	**Epic**: #14 Hook Framework and MVP Hook Set [MVP-2]\n**Iteration**: MVP-2\n\nImplement 6 MVP hooks: session-start, pre-commit, post-commit, error-retry, plan-created, plan-validated. Each hook has typed payload and documented contract.
116	feature,level:task,component:hooks,area:hook-external,conflict:prompt-contract,conflict:config-surface,conflict:event-schema	**Epic**: #14 Hook Framework and MVP Hook Set [MVP-2]\n**Iteration**: MVP-2\n\nSpawn external process hooks with 10s timeout, stdin/stdout JSON protocol, process isolation, resource cleanup on timeout/error.
115	feature,level:task,component:hooks,area:hook-inprocess,conflict:prompt-contract,conflict:config-surface,conflict:event-schema	**Epic**: #14 Hook Framework and MVP Hook Set [MVP-2]\n**Iteration**: MVP-2\n\nTypeScript in-process hook execution (&lt;3ms target). Synchronous and async hook support. Context injection (session, config, event payload). Result validation.
114	feature,level:task,component:hooks,area:hook-engine,conflict:prompt-contract,conflict:config-surface,conflict:event-schema	**Epic**: #14 Hook Framework and MVP Hook Set [MVP-2]\n**Iteration**: MVP-2\n\nHook registration, discovery, and execution lifecycle. Hooks declared in config.jsonc. Fail-isolated: hook errors never crash orchestration. Emit hook.start/complete/error events.
113	feature,level:task,component:context,area:active-file-tracking,conflict:prompt-contract,conflict:shared-types,conflict:memory-schema	**Epic**: #13 Context Management [MVP-1 → MVP-3]\n**Iteration**: MVP-3\n\nTrack recently read/written files per session. Boost their rank in context scoring. Configurable recency window and decay function.
112	feature,level:task,component:context,area:structural-index,conflict:prompt-contract,conflict:shared-types,conflict:memory-schema	**Epic**: #13 Context Management [MVP-1 → MVP-3]\n**Iteration**: MVP-3\n\nFTS5 index over symbol names and docstrings. Ranked symbol search returning file + line + kind + snippet. Used by context composer for relevance-based file inclusion.
111	feature,level:task,component:context,area:context-composer,conflict:prompt-contract,conflict:shared-types,conflict:memory-schema	**Epic**: #13 Context Management [MVP-1 → MVP-3]\n**Iteration**: MVP-3\n\nAdaptive token allocator: partition budget across repo-map/history/files/instructions. Binary-search fitting to stay within model limit. Priority ordering: instructions &gt; recent history &gt; repo map &gt; files.
110	feature,level:task,component:context,area:history-condensing,conflict:prompt-contract,conflict:shared-types,conflict:memory-schema	**Epic**: #13 Context Management [MVP-1 → MVP-3]\n**Iteration**: MVP-2\n\nSliding window conversation summarizer. Compress older turns to summaries (summarizer agent). Preserve last N turns verbatim. Trigger at configurable token threshold.
109	feature,level:task,component:context,area:history-condensing,conflict:prompt-contract,conflict:shared-types,conflict:memory-schema	**Epic**: #13 Context Management [MVP-1 → MVP-3]\n**Iteration**: MVP-2\n\nMask resolved observations (completed tasks, superseded plans) to reduce context noise. Preserve outcome summaries. Configurable masking aggressiveness.
108	feature,level:task,component:context,area:history-condensing,conflict:prompt-contract,conflict:shared-types,conflict:memory-schema	**Epic**: #13 Context Management [MVP-1 → MVP-3]\n**Iteration**: MVP-2\n\nDetect and deduplicate repeated file reads in conversation history. Replace redundant reads with `[file: X already shown above]` reference tokens.
107	feature,level:task,component:context,area:repo-map,conflict:prompt-contract,conflict:shared-types,conflict:memory-schema	**Epic**: #13 Context Management [MVP-1 → MVP-3]\n**Iteration**: MVP-1\n\nToken-budget-aware repo map: directory tree + top-ranked files + public API signatures. Supports full/condensed/minimal modes. Fits within configurable token limit.
106	feature,level:task,component:context,area:file-ranking,conflict:prompt-contract,conflict:shared-types,conflict:memory-schema	**Epic**: #13 Context Management [MVP-1 → MVP-3]\n**Iteration**: MVP-1\n\nImport graph construction + PageRank scoring per file. Scores cached in SQLite. Incremental recalculation on file change. Used to rank context candidates.
105	feature,level:task,component:context,area:structural-index,conflict:prompt-contract,conflict:shared-types,conflict:memory-schema	**Epic**: #13 Context Management [MVP-1 → MVP-3]\n**Iteration**: MVP-1\n\nTree-sitter based symbol extraction for TypeScript/JavaScript. Symbols stored in SQLite with file, line, kind, name. Incremental update on file change.
104	feature,level:task,component:pipeline,area:deviation-rules,conflict:prompt-contract,conflict:event-schema,conflict:session-schema	**Epic**: #12 Pipeline Orchestrator and Execution Control [MVP-1 → MVP-2]\n**Iteration**: MVP-2\n\nDetect plan deviation during execution. Low-risk: auto-approve. High-risk: pause + user approval (DC-SAFE-005). Deviation event emission.
103	feature,level:task,component:pipeline,area:budget-enforcement,conflict:prompt-contract,conflict:event-schema,conflict:session-schema	**Epic**: #12 Pipeline Orchestrator and Execution Control [MVP-1 → MVP-2]\n**Iteration**: MVP-2\n\nPre-turn context size estimation, enforce token budget per phase, trigger context compression (DC-CTX) when approaching limit, abort turn if compression insufficient.
102	feature,level:task,component:pipeline,area:deviation-rules,conflict:prompt-contract,conflict:event-schema,conflict:session-schema	**Epic**: #12 Pipeline Orchestrator and Execution Control [MVP-1 → MVP-2]\n**Iteration**: MVP-2\n\nDetect excessive planning loops (&gt;3 plan iterations without execute progress). Auto-escalate to user. Configurable threshold.
101	feature,level:task,component:pipeline,area:task-scheduler,conflict:prompt-contract,conflict:event-schema,conflict:session-schema	**Epic**: #12 Pipeline Orchestrator and Execution Control [MVP-1 → MVP-2]\n**Iteration**: MVP-2\n\nDependency-graph based wave scheduler: tasks with no deps run in parallel, dependent tasks wait. Wave result aggregation, partial wave failure handling.
100	feature,level:task,component:pipeline,area:pipeline-phases,conflict:prompt-contract,conflict:event-schema,conflict:session-schema	**Epic**: #12 Pipeline Orchestrator and Execution Control [MVP-1 → MVP-2]\n**Iteration**: MVP-2\n\nFull 4-phase pipeline. Plan phase: planner-thorough agent. Verify phase: verifier agent. Plan persistence + re-use on resume. Phase skip rules.
99	feature,level:task,component:pipeline,area:task-scheduler,conflict:prompt-contract,conflict:event-schema,conflict:session-schema	**Epic**: #12 Pipeline Orchestrator and Execution Control [MVP-1 → MVP-2]\n**Iteration**: MVP-1\n\nTask queue with sequential execution, per-task result capture, error propagation rules (abort vs. continue), partial completion recovery.
98	feature,level:task,component:pipeline,area:pipeline-phases,conflict:prompt-contract,conflict:event-schema,conflict:session-schema	**Epic**: #12 Pipeline Orchestrator and Execution Control [MVP-1 → MVP-2]\n**Iteration**: MVP-1\n\n2-phase pipeline: Interview (intent clarification) → Execute (agent delegation). Dispatcher agent as Execute coordinator. Memory checkpoint after each phase.
97	feature,level:task,component:pipeline,area:turn-lifecycle,conflict:prompt-contract,conflict:event-schema,conflict:session-schema	**Epic**: #12 Pipeline Orchestrator and Execution Control [MVP-1 → MVP-2]\n**Iteration**: MVP-1\n\nTurn state machine: idle → processing → streaming → complete|error. Turn metadata persistence to memory. EventStream emission at each transition.
96	feature,level:task,component:memory,area:multi-project-memory,conflict:shared-types,conflict:session-schema,conflict:memory-schema	**Epic**: #11 Memory and Project State Backbone [MVP-1]\n**Iteration**: MVP-1\n\nProject registry table mapping CWD → project_id. Workspace detection (git root). Cross-project session listing. Project metadata storage (name, remote URL).
95	feature,level:task,component:memory,area:github-issues-client,conflict:shared-types,conflict:session-schema,conflict:memory-schema	**Epic**: #11 Memory and Project State Backbone [MVP-1]\n**Iteration**: MVP-1\n\nTyped GitHub Issues REST client using Octokit. CRUD for issues, labels, milestones. Cache layer (5min TTL). Auth via DC_GITHUB_TOKEN env.
94	feature,level:task,component:memory,area:token-telemetry,conflict:shared-types,conflict:session-schema,conflict:memory-schema	**Epic**: #11 Memory and Project State Backbone [MVP-1]\n**Iteration**: MVP-1\n\ntoken_usage table: session_id, agent, model, provider, input_tokens, output_tokens, cost_usd, timestamp. Per-session and per-turn aggregates. Budget threshold queries.
93	feature,level:task,component:memory,area:fts-search,conflict:shared-types,conflict:session-schema,conflict:memory-schema	**Epic**: #11 Memory and Project State Backbone [MVP-1]\n**Iteration**: MVP-1\n\nFTS5 virtual table over observation payload text. Ranked search returning session_id + excerpt + score. Incremental index sync on insert.
92	feature,level:task,component:memory,area:timeline-storage,conflict:shared-types,conflict:session-schema,conflict:memory-schema	**Epic**: #11 Memory and Project State Backbone [MVP-1]\n**Iteration**: MVP-1\n\nTimeline table: session_id, seq, type, payload JSONB, timestamp. Append-only insert, range reads, bulk export for context injection.
91	feature,level:task,component:memory,area:session-storage,conflict:shared-types,conflict:session-schema,conflict:memory-schema	**Epic**: #11 Memory and Project State Backbone [MVP-1]\n**Iteration**: MVP-1\n\nSessions table: id, created_at, updated_at, status, metadata JSONB. CRUD operations + list with pagination and status filter.
90	feature,level:task,component:memory,area:memory-schema,conflict:shared-types,conflict:session-schema,conflict:memory-schema	**Epic**: #11 Memory and Project State Backbone [MVP-1]\n**Iteration**: MVP-1\n\n`.dc/memory.db` initialization, migration runner (forward-only), schema versioning table, per-project isolation via CWD-derived DB path.
89	feature,level:task,component:testing,area:test-ci,conflict:shared-types,conflict:build-toolchain,conflict:api-contract	**Epic**: #10 Testing Infrastructure [POC]\n**Iteration**: POC\n\nGitHub Actions test job: Bun install, turbo test, coverage upload to Codecov, test result annotation on PRs. Fail-fast disabled for parallel package runs.
88	feature,level:task,component:testing,area:test-harness,conflict:shared-types,conflict:build-toolchain,conflict:api-contract	**Epic**: #10 Testing Infrastructure [POC]\n**Iteration**: POC\n\nIn-memory SQLite test DB lifecycle, Hono test client wrapper, env variable isolation (save/restore), temp directory management with auto-cleanup.
87	feature,level:task,component:testing,area:test-utils,conflict:shared-types,conflict:build-toolchain,conflict:api-contract	**Epic**: #10 Testing Infrastructure [POC]\n**Iteration**: POC\n\n`packages/test-utils`: createMockConfig(), createMockSession(), createMockAgent(), EventStream test recorder, provider stub factory with controllable responses.
86	feature,level:task,component:testing,area:test-workspace,conflict:shared-types,conflict:build-toolchain,conflict:api-contract	**Epic**: #10 Testing Infrastructure [POC]\n**Iteration**: POC\n\nRoot vitest.workspace.ts covering all packages. Per-package vitest.config.ts. Standard scripts: test, test:watch, test:coverage. Confirm Bun + Vitest compatibility.
85	feature,level:task,component:cli,area:cli-session-management,conflict:config-surface,conflict:session-schema,conflict:api-contract	**Epic**: #9 CLI Entrypoint and Session UX [POC → MVP-1]\n**Iteration**: MVP-1\n\n`diricode session list/resume/delete`, `diricode config show` with layer provenance display, `diricode status` runtime health check.
84	feature,level:task,component:cli,area:cli-noninteractive,conflict:config-surface,conflict:session-schema,conflict:api-contract	**Epic**: #9 CLI Entrypoint and Session UX [POC → MVP-1]\n**Iteration**: MVP-1\n\nOne-shot `diricode run &#34;...&#34;` mode: stdin pipe support, --json structured output, exit code semantics (0=success, 1=error, 2=approval_required).
83	feature,level:task,component:cli,area:cli-repl,conflict:config-surface,conflict:session-schema,conflict:api-contract	**Epic**: #9 CLI Entrypoint and Session UX [POC → MVP-1]\n**Iteration**: POC\n\nReadline-based REPL with prompt, multiline input, command history, /help /exit /status slash-commands, and streaming output to stdout.
82	level:task,component:cli,status:review,area:cli-entrypoint	**Epic**: #9 CLI Entrypoint and Session UX [POC → MVP-1]\n**Iteration**: POC\n\n`bunx diricode` binary entry. Parse global flags: --session, --config, --provider, --mode, --json, --version, --help. Route to REPL or one-shot mode.
81	feature,level:task,component:agents,area:agent-code-writer,conflict:agent-registry,conflict:prompt-contract	**Epic**: #8 Agents Roster [POC → MVP-3]\n**Iteration**: MVP-3\n\nSmall local code edits (typos, simple renames, narrow patches). Minimize latency and diff size.
80	feature,level:task,component:agents,area:agent-code-writer,conflict:agent-registry,conflict:prompt-contract	**Epic**: #8 Agents Roster [POC → MVP-3]\n**Iteration**: MVP-3\n\nSolve exceptionally complex implementation tasks (algorithms, race conditions, deep refactors). Escalation path for standard code-writer.
79	feature,level:task,component:agents,area:agent-reviewer,conflict:agent-registry,conflict:prompt-contract	**Epic**: #8 Agents Roster [POC → MVP-3]\n**Iteration**: MVP-3\n\nReview generated plans for completeness, verifiability, logical consistency. Output: approve/reject with corrections.
78	feature,level:task,component:agents,area:agent-reviewer,conflict:agent-registry,conflict:prompt-contract	**Epic**: #8 Agents Roster [POC → MVP-3]\n**Iteration**: MVP-3\n\nValidate prompt completeness/consistency before planning. Detect ambiguity, contradictions, missing constraints.
77	feature,level:task,component:agents,area:agent-planner,conflict:agent-registry,conflict:prompt-contract	**Epic**: #8 Agents Roster [POC → MVP-3]\n**Iteration**: MVP-2\n\nRequirement discovery and project initialization planning. Clarify goals/constraints, convert discussion into implementable scope.
76	feature,level:task,component:agents,area:agent-verifier,conflict:agent-registry,conflict:prompt-contract	**Epic**: #8 Agents Roster [POC → MVP-3]\n**Iteration**: MVP-2\n\nCreate robust tests (unit/integration/regression). Prefer failing-test-first, isolate behavior, keep tests deterministic.
75	feature,level:task,component:agents,area:agent-debugger,conflict:agent-registry,conflict:prompt-contract	**Epic**: #8 Agents Roster [POC → MVP-3]\n**Iteration**: MVP-2\n\nSystematically isolate root causes: reproduce first, form hypotheses, test one variable at a time. Output: root-cause report + fix + regression check plan.
74	feature,level:task,component:agents,area:agent-git-operator,conflict:agent-registry,conflict:prompt-contract	**Epic**: #8 Agents Roster [POC → MVP-3]\n**Iteration**: MVP-2\n\nExecute safe git workflows (branching, staging, commits, merges/rebases) under policy rails. Prefer non-destructive commands.
73	feature,level:task,component:agents,area:agent-git-operator,conflict:agent-registry,conflict:prompt-contract	**Epic**: #8 Agents Roster [POC → MVP-3]\n**Iteration**: MVP-1\n\nProduce high-quality commit messages (conventional-commit style). Tools: git diff/log/status readers only. No git execution.
72	feature,level:task,component:agents,area:agent-verifier,conflict:agent-registry,conflict:prompt-contract	**Epic**: #8 Agents Roster [POC → MVP-3]\n**Iteration**: MVP-1\n\nExecute test/build/lint checks and interpret failures into actionable validation reports. Tools: Bash (safe), test/build runners, diagnostics.
71	feature,level:task,component:agents,area:agent-reviewer,conflict:agent-registry,conflict:prompt-contract	**Epic**: #8 Agents Roster [POC → MVP-3]\n**Iteration**: MVP-1\n\nFast sanity review for obvious defects, style violations, low-risk inconsistencies. Output: concise approve/fix list.
70	feature,level:task,component:agents,area:agent-reviewer,conflict:agent-registry,conflict:prompt-contract	**Epic**: #8 Agents Roster [POC → MVP-3]\n**Iteration**: MVP-1\n\nDeep review for correctness, maintainability, edge cases, security/performance. Output: structured findings with pass/block recommendation.
69	feature,level:task,component:agents,area:agent-planner,conflict:agent-registry,conflict:prompt-contract	**Epic**: #8 Agents Roster [POC → MVP-3]\n**Iteration**: MVP-1\n\nDesign target module boundaries, interfaces, and integration strategy. Output: implementable design blueprint with migration path.
68	feature,level:task,component:agents,area:agent-planner,conflict:agent-registry,conflict:prompt-contract	**Epic**: #8 Agents Roster [POC → MVP-3]\n**Iteration**: MVP-1\n\nDeep plan synthesis with dependency/risk mapping. Goal-backward decomposition, explicit assumptions, edge-case checkpoints, verification gates.
67	feature,level:task,component:agents,area:agent-explorer,conflict:agent-registry,conflict:prompt-contract	**Epic**: #8 Agents Roster [POC → MVP-3]\n**Iteration**: POC\n\nCompress conversation/execution history into high-signal context summaries. Tools: conversation/history readers. Output: token-efficient summary with retained commitments.
66	feature,level:task,component:agents,area:agent-planner,conflict:agent-registry,conflict:prompt-contract	**Epic**: #8 Agents Roster [POC → MVP-3]\n**Iteration**: POC\n\nFast operational plans for straightforward tasks. Tools: lightweight repo read/search + context readers. Output: compact ordered plan with success criteria.
65	feature,level:task,component:agents,area:agent-explorer,conflict:agent-registry,conflict:prompt-contract	**Epic**: #8 Agents Roster [POC → MVP-3]\n**Iteration**: POC\n\nRead-only codebase reconnaissance. Tools: Read, Glob, Grep, AST search, LSP (read-only). Output: concise findings map with file-level evidence.
64	feature,level:task,component:agents,area:agent-code-writer,conflict:agent-registry,conflict:prompt-contract	**Epic**: #8 Agents Roster [POC → MVP-3]\n**Iteration**: POC\n\nPrimary implementation agent for feature code and multi-file changes. Tools: read/write FS, AST-grep, LSP symbols/refs/rename, diagnostics, test/build execution.
63	feature,level:task,component:agents,area:agent-dispatcher,conflict:agent-registry,conflict:prompt-contract	Completed in PR #169
62	feature,level:task,component:agent-core,area:model-tier-routing,conflict:agent-registry,conflict:prompt-contract,conflict:shared-types	**Epic**: #7 Agents Core Execution Framework [POC → MVP-1]\n**Iteration**: POC\n\nConfigurable tier→model resolution: HEAVY/MEDIUM/LOW → model classes. Preferred + ordered fallback list. Resolver returns typed reason metadata (preferred/fallback/degraded).
61	feature,level:task,component:agent-core,area:delegation-protocol,conflict:agent-registry,conflict:prompt-contract,conflict:shared-types	**Epic**: #7 Agents Core Execution Framework [POC → MVP-1]\n**Iteration**: POC → MVP-1\n\nDelegation runtime: depth limit guard, parallel delegation with join/aggregation, complete delegation telemetry. POC: hardcoded. MVP-1: same APIs power LLM-assisted routing.
60	feature,level:task,component:agent-core,area:prompt-builder,conflict:agent-registry,conflict:prompt-contract,conflict:shared-types	**Epic**: #7 Agents Core Execution Framework [POC → MVP-1]\n**Iteration**: POC\n\nReusable prompt assembly: system prompt templating, context injection (repo map/files/history/plan), tool binding per agent, model selection handoff.
